sample_idx,time,sine_val
0,0.0,0.3164384
0,0.1,0.58423626
0,0.2,0.794845
0,0.30000000000000004,0.92764884
0,0.4,0.9696478
0,0.5,0.916731
0,0.6000000000000001,0.774078
0,0.7000000000000001,0.5556532
0,0.8,0.28283688
0,0.9,-0.017665504
0,1.0,-0.31643844
0,1.1,-0.58423644
0,1.2000000000000002,-0.7948453
0,1.3,-0.9276487
0,1.4000000000000001,-0.9696478
0,1.5,-0.916731
0,1.6,-0.77407813
0,1.7000000000000002,-0.555653
0,1.8,-0.2828366
0,1.9000000000000001,0.01766582
0,2.0,0.31643853
0,2.1,0.5842361
0,2.2,0.7948452
0,2.3000000000000003,0.92764884
0,2.4000000000000004,0.9696478
0,2.5,0.91673094
0,2.6,0.7740779
0,2.7,0.5556527
0,2.8000000000000003,0.2828363
0,2.9000000000000004,-0.017666137
0,3.0,-0.31643838
0,3.1,-0.5842371
0,3.2,-0.7948451
0,3.3000000000000003,-0.9276489
0,3.4000000000000004,-0.9696478
0,3.5,-0.9167308
0,3.6,-0.7740777
0,3.7,-0.55565244
0,3.8000000000000003,-0.282836
0,3.9000000000000004,0.017665528
0,4.0,0.3164387
0,4.1000000000000005,0.5842366
0,4.2,0.7948448
0,4.3,0.927649
0,4.4,0.9696478
0,4.5,0.916731
0,4.6000000000000005,0.7740781
0,4.7,0.55565375
0,4.800000000000001,0.28283566
0,4.9,-0.017665844
1,0.0,0.3990017
1,0.1,0.4051356
1,0.2,0.371612
1,0.30000000000000004,0.3017124
1,0.4,0.20227917
1,0.5,0.08304535
1,0.6000000000000001,-0.04431754
1,0.7000000000000001,-0.16734213
1,0.8,-0.27398628
1,0.9,-0.35381076
1,1.0,-0.39900172
1,1.1,-0.40513557
1,1.2000000000000002,-0.37161192
1,1.3,-0.3017125
1,1.4000000000000001,-0.20227905
1,1.5,-0.08304541
1,1.6,0.044317476
1,1.7000000000000002,0.16734226
1,1.8,0.2739864
1,1.9000000000000001,0.3538108
1,2.0,0.3990017
1,2.1,0.4051356
1,2.2,0.37161186
1,2.3000000000000003,0.30171242
1,2.4000000000000004,0.20227876
1,2.5,0.08304528
1,2.6,-0.044317607
1,2.7,-0.16734238
1,2.8000000000000003,-0.2739865
1,2.9000000000000004,-0.35381088
1,3.0,-0.3990017
1,3.1,-0.40513554
1,3.2,-0.37161195
1,3.3000000000000003,-0.30171233
1,3.4000000000000004,-0.20227899
1,3.5,-0.08304515
1,3.6,0.04431774
1,3.7,0.1673425
1,3.8000000000000003,0.2739866
1,3.9000000000000004,0.35381076
1,4.0,0.39900172
1,4.1000000000000005,0.40513557
1,4.2,0.37161204
1,4.3,0.30171224
1,4.4,0.20227888
1,4.5,0.08304539
1,4.6000000000000005,-0.044317488
1,4.7,-0.16734155
1,4.800000000000001,-0.27398697
1,4.9,-0.35381082
2,0.0,0.88709146
2,0.1,0.91930485
2,0.2,0.86153024
2,0.30000000000000004,0.7194231
2,0.4,0.5068937
2,0.5,0.24474616
2,0.6000000000000001,-0.04135904
2,0.7000000000000001,-0.32341552
2,0.8,-0.57381403
2,0.9,-0.7680436
2,1.0,-0.88709146
2,1.1,-0.91930485
2,1.2000000000000002,-0.8615302
2,1.3,-0.7194232
2,1.4000000000000001,-0.50689346
2,1.5,-0.24474607
2,1.6,0.041359123
2,1.7000000000000002,0.3234158
2,1.8,0.5738142
2,1.9000000000000001,0.76804376
2,2.0,0.8870915
2,2.1,0.91930485
2,2.2,0.86153007
2,2.3000000000000003,0.71942323
2,2.4000000000000004,0.50689316
2,2.5,0.24474621
2,2.6,-0.04135898
2,2.7,-0.32341567
2,2.8000000000000003,-0.57381415
2,2.9000000000000004,-0.76804364
2,3.0,-0.8870914
2,3.1,-0.9193048
2,3.2,-0.8615303
2,3.3000000000000003,-0.7194231
2,3.4000000000000004,-0.5068937
2,3.5,-0.24474591
2,3.6,0.04135928
2,3.7,0.32341594
2,3.8000000000000003,0.5738144
2,3.9000000000000004,0.7680433
2,4.0,0.88709146
2,4.1000000000000005,0.91930485
2,4.2,0.86153054
2,4.3,0.7194229
2,4.4,0.5068934
2,4.5,0.24474649
2,4.6000000000000005,-0.041358706
2,4.7,-0.3234154
2,4.800000000000001,-0.5738153
2,4.9,-0.76804346
3,0.0,0.4069783
3,0.1,0.50414747
3,0.2,0.55196714
3,0.30000000000000004,0.54575646
3,0.4,0.4861233
3,0.5,0.37890503
3,0.6000000000000001,0.2345968
3,0.7000000000000001,0.06732474
3,0.8,-0.10653766
3,0.9,-0.2699714
3,1.0,-0.40697837
3,1.1,-0.50414747
3,1.2000000000000002,-0.55196714
3,1.3,-0.54575646
3,1.4000000000000001,-0.48612317
3,1.5,-0.378905
3,1.6,-0.23459677
