sample_idx,time,sine_val
0,0.0,0.76101947
0,0.1,0.7365865
0,0.2,0.7047938
0,0.30000000000000004,0.66595906
0,0.4,0.6204703
0,0.5,0.56878203
0,0.6000000000000001,0.51141053
0,0.7000000000000001,0.44892934
0,0.8,0.38196242
0,0.9,0.31117925
0,1.0,0.23728687
0,1.1,0.16102341
0,1.2000000000000002,0.083151065
0,1.3,0.0044480804
0,1.4000000000000001,-0.07429934
0,1.5,-0.1523044
0,1.6,-0.22878785
0,1.7000000000000002,-0.30298534
0,1.8,-0.37415528
0,1.9000000000000001,-0.44158685
0,2.0,-0.50460625
0,2.1,-0.56258374
0,2.2,-0.61494035
0,2.3000000000000003,-0.6611524
0,2.4000000000000004,-0.7007585
0,2.5,-0.73336285
0,2.6,-0.75863975
0,2.7,-0.77633655
0,2.8000000000000003,-0.78627634
0,2.9000000000000004,-0.78836006
0,3.0,-0.78256667
0,3.1,-0.7689541
0,3.2,-0.74765843
0,3.3000000000000003,-0.7188924
0,3.4000000000000004,-0.6829435
0,3.5,-0.6401709
0,3.6,-0.59100163
0,3.7,-0.5359275
0,3.8000000000000003,-0.47549856
0,3.9000000000000004,-0.41031864
0,4.0,-0.34103894
0,4.1000000000000005,-0.26835167
0,4.2,-0.19298317
0,4.3,-0.11568607
0,4.4,-0.03723342
0,4.5,0.041591242
0,4.6000000000000005,0.12000034
0,4.7,0.19721045
0,4.800000000000001,0.27245042
0,4.9,0.3449678
1,0.0,0.7521526
1,0.1,0.683516
1,0.2,0.60804975
1,0.30000000000000004,0.5265083
1,0.4,0.43970588
1,0.5,0.3485103
1,0.6000000000000001,0.2538323
1,0.7000000000000001,0.15661833
1,0.8,0.057839476
1,0.9,-0.041517526
1,1.0,-0.14045948
1,1.1,-0.2379982
1,1.2000000000000002,-0.33315873
1,1.3,-0.42499045
1,1.4000000000000001,-0.512576
1,1.5,-0.59503984
1,1.6,-0.67155844
1,1.7000000000000002,-0.74136686
1,1.8,-0.80376786
1,1.9000000000000001,-0.8581381
1,2.0,-0.90393364
1,2.1,-0.9406978
1,2.2,-0.9680626
1,2.3000000000000003,-0.98575485
1,2.4000000000000004,-0.99359787
1,2.5,-0.99151313
1,2.6,-0.97952145
1,2.7,-0.9577428
1,2.8000000000000003,-0.9263947
1,2.9000000000000004,-0.8857902
1,3.0,-0.83633566
1,3.1,-0.7785241
1,3.2,-0.7129342
1,3.3000000000000003,-0.6402208
1,3.4000000000000004,-0.56111026
1,3.5,-0.476394
1,3.6,-0.38691697
1,3.7,-0.2935744
1,3.8000000000000003,-0.19729856
1,3.9000000000000004,-0.099050894
1,4.0,0.0001855015
1,4.1000000000000005,0.09942099
1,4.2,0.19766216
1,4.3,0.2939293
1,4.4,0.38725954
1,4.5,0.4767196
1,4.6000000000000005,0.5614172
1,4.7,0.6405046
1,4.800000000000001,0.713193
1,4.9,0.77875537
2,0.0,0.3536278
2,0.1,0.43678668
2,0.2,0.51558137
2,0.30000000000000004,0.5892245
2,0.4,0.6569802
2,0.5,0.7181718
2,0.6000000000000001,0.7721875
2,0.7000000000000001,0.81848776
2,0.8,0.85661006
2,0.9,0.8861733
2,1.0,0.9068822
2,1.1,0.91852987
2,1.2000000000000002,0.9209999
2,1.3,0.91426754
2,1.4000000000000001,0.8984001
2,1.5,0.87355626
2,1.6,0.8399841
2,1.7000000000000002,0.7980191
2,1.8,0.7480805
2,1.9000000000000001,0.6906673
2,2.0,0.62635326
2,2.1,0.5557809
2,2.2,0.4796554
2,2.3000000000000003,0.3987374
2,2.4000000000000004,0.3138349
2,2.5,0.2257971
2,2.6,0.13550319
2,2.7,0.04385538
2,2.8000000000000003,-0.04823105
2,2.9000000000000004,-0.13983513
2,3.0,-0.23004206
2,3.1,-0.31795046
2,3.2,-0.402682
2,3.3000000000000003,-0.48339012
2,3.4000000000000004,-0.55926865
2,3.5,-0.62955886
2,3.6,-0.69355875
2,3.7,-0.75062877
2,3.8000000000000003,-0.80019903
2,3.9000000000000004,-0.84177375
2,4.0,-0.8749377
2,4.1000000000000005,-0.89935964
2,4.2,-0.91479546
2,4.3,-0.92109096
2,4.4,-0.9181832
2,4.5,-0.9061013
2,4.6000000000000005,-0.88496596
2,4.7,-0.85498834
2,4.800000000000001,-0.81646776
2,4.9,-0.76978946
3,0.0,0.5282638
3,0.1,0.57108784
3,0.2,0.6082057
3,0.30000000000000004,0.6392466
3,0.4,0.6639003
3,0.5,0.68192065
3,0.6000000000000001,0.69312733
3,0.7000000000000001,0.6974086
3,0.8,0.6947216
3,0.9,0.6850931
3,1.0,0.6686195
3,1.1,0.64546514
3,1.2000000000000002,0.6158616
3,1.3,0.58010453
3,1.4000000000000001,0.5385512
3,1.5,0.491617
3,1.6,0.43977055
3,1.7000000000000002,0.38353017
3,1.8,0.3234577
3,1.9000000000000001,0.2601532
3,2.0,0.19424948
3,2.1,0.12640491
3,2.2,0.05729717
3,2.3000000000000003,-0.0123829
3,2.4000000000000004,-0.08193941
3,2.5,-0.15067704
3,2.6,-0.21790934
3,2.7,-0.28296417
3,2.8000000000000003,-0.3451919
3,2.9000000000000004,-0.4039704
3,3.0,-0.4587126
3,3.1,-0.5088716
3,3.2,-0.553946
3,3.3000000000000003,-0.5934856
3,3.4000000000000004,-0.6270953
3,3.5,-0.65443933
3,3.6,-0.67524433
3,3.7,-0.6893025
3,3.8000000000000003,-0.6964735
3,3.9000000000000004,-0.6966855
3,4.0,-0.6899364
3,4.1000000000000005,-0.6762938
3,4.2,-0.6558938
3,4.3,-0.6289402
3,4.4,-0.5957028
3,4.5,-0.55651295
3,4.6000000000000005,-0.51176304
3,4.7,-0.46189934
3,4.800000000000001,-0.40742046
3,4.9,-0.3488713
4,0.0,0.22586544
4,0.1,0.26404566
4,0.2,0.29958758
4,0.30000000000000004,0.33213618
4,0.4,0.36136612
4,0.5,0.38698542
4,0.6000000000000001,0.40873817
4,0.7000000000000001,0.42640686
4,0.8,0.43981507
4,0.9,0.44882876
4,1.0,0.45335793
4,1.1,0.45335728
4,1.2000000000000002,0.44882685
4,1.3,0.4398119
4,1.4000000000000001,0.42640248
4,1.5,0.4087326
4,1.6,0.38697875
4,1.7000000000000002,0.3613584
4,1.8,0.33212736
4,1.9000000000000001,0.29957798
4,2.0,0.26403525
4,2.1,0.2258544
4,2.2,0.18541679
4,2.3000000000000003,0.14312664
4,2.4000000000000004,0.09940633
4,2.5,0.05469288
4,2.6,0.009432854
4,2.7,-0.035921317
4,2.8000000000000003,-0.08091668
4,2.9000000000000004,-0.12510344
4,3.0,-0.16804022
4,3.1,-0.20929809
4,3.2,-0.24846463
4,3.3000000000000003,-0.2851486
4,3.4000000000000004,-0.31898353
4,3.5,-0.34963128
4,3.6,-0.37678555
4,3.7,-0.40017512
4,3.8000000000000003,-0.41956636
4,3.9000000000000004,-0.43476537
4,4.0,-0.44562033
4,4.1000000000000005,-0.45202276
4,4.2,-0.4539088
4,4.3,-0.4512595
4,4.4,-0.44410136
4,4.5,-0.43250594
4,4.6000000000000005,-0.41658905
4,4.7,-0.39650977
4,4.800000000000001,-0.37246856
4,4.9,-0.34470588
5,0.0,0.34311885
5,0.1,0.43454108
5,0.2,0.5216215
5,0.30000000000000004,0.6034901
5,0.4,0.6793288
5,0.5,0.7483799
5,0.6000000000000001,0.8099534
5,0.7000000000000001,0.8634341
5,0.8,0.90828764
5,0.9,0.94406587
5,1.0,0.97041136
5,1.1,0.9870608
5,1.2000000000000002,0.99384785
5,1.3,0.99070466
5,1.4000000000000001,0.97766274
5,1.5,0.95485234
5,1.6,0.9225014
5,1.7000000000000002,0.8809329
5,1.8,0.83056265
5,1.9000000000000001,0.77189356
5,2.0,0.7055121
5,2.1,0.6320814
5,2.2,0.55233496
5,2.3000000000000003,0.46706995
5,2.4000000000000004,0.37713796
5,2.5,0.2834379
5,2.6,0.18690564
5,2.7,0.08850608
5,2.8000000000000003,-0.010778023
5,2.9000000000000004,-0.10995421
5,3.0,-0.20803176
5,3.1,-0.30403095
5,3.2,-0.39699215
5,3.3000000000000003,-0.48598674
5,3.4000000000000004,-0.57012576
5,3.5,-0.648568
5,3.6,-0.7205302
5,3.7,-0.78529274
5,3.8000000000000003,-0.84220934
5,3.9000000000000004,-0.8907106
5,4.0,-0.9303122
5,4.1000000000000005,-0.9606184
5,4.2,-0.98132646
5,4.3,-0.99222946
5,4.4,-0.9932184
5,4.5,-0.98428345
5,4.6000000000000005,-0.96551394
5,4.7,-0.93709725
5,4.800000000000001,-0.89931726
5,4.9,-0.85255176
6,0.0,0.77861303
6,0.1,0.7785055
6,0.2,0.77061945
6,0.30000000000000004,0.7550336
6,0.4,0.73190373
6,0.5,0.70146096
6,0.6000000000000001,0.6640093
6,0.7000000000000001,0.6199232
6,0.8,0.5696429
6,0.9,0.51367104
6,1.0,0.45256674
6,1.1,0.38694042
6,1.2000000000000002,0.3174479
6,1.3,0.24478371
6,1.4000000000000001,0.16967374
6,1.5,0.09286845
6,1.6,0.015135048
6,1.7000000000000002,-0.06274957
6,1.8,-0.14000703
6,1.9000000000000001,-0.21586558
6,2.0,-0.28956732
6,2.1,-0.36037573
6,2.2,-0.42758375
6,2.3000000000000003,-0.49051917
6,2.4000000000000004,-0.54855347
6,2.5,-0.6011069
6,2.6,-0.64765435
6,2.7,-0.68773055
6,2.8000000000000003,-0.7209351
6,2.9000000000000004,-0.7469364
6,3.0,-0.7654745
6,3.1,-0.7763643
6,3.2,-0.7794969
6,3.3000000000000003,-0.774841
6,3.4000000000000004,-0.7624432
6,3.5,-0.7424273
6,3.6,-0.7149932
6,3.7,-0.6804152
6,3.8000000000000003,-0.6390388
6,3.9000000000000004,-0.5912773
6,4.0,-0.53760797
6,4.1000000000000005,-0.47856706
6,4.2,-0.4147445
6,4.3,-0.3467776
6,4.4,-0.2753461
6,4.5,-0.2011635
