sample_idx,time,sine_val
0,0.0,0.12499928
0,0.1,0.32922098
0,0.2,0.54074055
0,0.30000000000000004,0.7020025
0,0.4,0.75152886
0,0.5,0.81235874
0,0.6000000000000001,0.6980857
0,0.7000000000000001,0.5837095
0,0.8,0.40801156
0,0.9,0.16447385
0,1.0,-0.08621656
0,1.1,-0.32957068
0,1.2000000000000002,-0.53155184
0,1.3,-0.6332638
0,1.4000000000000001,-0.7713522
0,1.5,-0.791572
0,1.6,-0.70336366
0,1.7000000000000002,-0.55937386
0,1.8,-0.37146232
0,1.9000000000000001,-0.15978734
0,2.0,0.08261499
0,2.1,0.31547412
0,2.2,0.540923
0,2.3000000000000003,0.6969516
0,2.4000000000000004,0.75386477
0,2.5,0.82300097
0,2.6,0.6912059
0,2.7,0.5659361
0,2.8000000000000003,0.37453437
0,2.9000000000000004,0.17289416
0,3.0,-0.081001654
0,3.1,-0.31426635
0,3.2,-0.5362836
0,3.3000000000000003,-0.6958584
0,3.4000000000000004,-0.7729308
0,3.5,-0.75869864
0,3.6,-0.68785566
0,3.7,-0.55562985
0,3.8000000000000003,-0.38550803
0,3.9000000000000004,-0.13293055
0,4.0,0.122866854
0,4.1000000000000005,0.32243583
0,4.2,0.5184445
0,4.3,0.6976184
0,4.4,0.7691824
0,4.5,0.78060246
0,4.6000000000000005,0.6922441
0,4.7,0.5642043
0,4.800000000000001,0.3580659
0,4.9,0.13634744
1,0.0,0.2811706
1,0.1,0.05831729
1,0.2,-0.09007267
1,0.30000000000000004,-0.37765688
1,0.4,-0.5097868
1,0.5,-0.6540848
1,0.6000000000000001,-0.64741826
1,0.7000000000000001,-0.64915615
1,0.8,-0.5715701
1,0.9,-0.4311964
1,1.0,-0.2644714
1,1.1,-0.05885662
1,1.2000000000000002,0.1714645
1,1.3,0.32025337
1,1.4000000000000001,0.5396474
1,1.5,0.58305
1,1.6,0.6441027
1,1.7000000000000002,0.6923678
1,1.8,0.58779806
1,1.9000000000000001,0.44010115
1,2.0,0.26812413
1,2.1,0.06288099
1,2.2,-0.15505995
1,2.3000000000000003,-0.33523318
1,2.4000000000000004,-0.4863697
1,2.5,-0.63458455
1,2.6,-0.65394497
1,2.7,-0.6605356
1,2.8000000000000003,-0.5656859
1,2.9000000000000004,-0.39945883
1,3.0,-0.23258588
1,3.1,-0.068011165
1,3.2,0.17071643
1,3.3000000000000003,0.32120186
1,3.4000000000000004,0.48533836
1,3.5,0.6026424
1,3.6,0.6647043
1,3.7,0.65038764
1,3.8000000000000003,0.5702884
1,3.9000000000000004,0.4288974
1,4.0,0.2779481
1,4.1000000000000005,0.073010504
1,4.2,-0.12735663
1,4.3,-0.33998966
1,4.4,-0.5339011
1,4.5,-0.64288306
1,4.6000000000000005,-0.60414106
1,4.7,-0.6453984
1,4.800000000000001,-0.54318386
1,4.9,-0.4391265
2,0.0,0.7166529
2,0.1,0.7091066
2,0.2,0.6498442
2,0.30000000000000004,0.4959988
2,0.4,0.31914216
2,0.5,0.10319632
2,0.6000000000000001,-0.14491118
2,0.7000000000000001,-0.36417335
2,0.8,-0.54255646
2,0.9,-0.6656139
2,1.0,-0.7283726
2,1.1,-0.7142192
2,1.2000000000000002,-0.6339067
2,1.3,-0.5082102
2,1.4000000000000001,-0.29615197
2,1.5,-0.095591
2,1.6,0.12547198
2,1.7000000000000002,0.37099656
2,1.8,0.52511513
2,1.9000000000000001,0.6746694
2,2.0,0.73844695
2,2.1,0.76105213
2,2.2,0.63048184
2,2.3000000000000003,0.4608736
2,2.4000000000000004,0.32060432
2,2.5,0.08783435
2,2.6,-0.16194004
2,2.7,-0.38081235
2,2.8000000000000003,-0.55058014
2,2.9000000000000004,-0.6931125
2,3.0,-0.7534355
2,3.1,-0.72741777
2,3.2,-0.62697655
2,3.3000000000000003,-0.50839657
2,3.4000000000000004,-0.31017935
2,3.5,-0.105656505
2,3.6,0.11482598
2,3.7,0.35203466
2,3.8000000000000003,0.55220544
2,3.9000000000000004,0.6870945
2,4.0,0.7465348
2,4.1000000000000005,0.6981513
2,4.2,0.64712334
2,4.3,0.5100574
2,4.4,0.3254046
