sample_idx,time,sine_val
0,0.0,0.38431007
0,0.1,0.36888608
0,0.2,0.24387743
0,0.30000000000000004,0.19720295
0,0.4,0.11759107
0,0.5,-0.034878165
0,0.6000000000000001,-0.07237245
0,0.7000000000000001,-0.15204895
0,0.8,-0.21919727
0,0.9,-0.3320515
0,1.0,-0.41206235
0,1.1,-0.46832836
0,1.2000000000000002,-0.54128176
0,1.3,-0.5809537
0,1.4000000000000001,-0.6059517
0,1.5,-0.6318636
0,1.6,-0.63177073
0,1.7000000000000002,-0.64076716
0,1.8,-0.69526184
0,1.9000000000000001,-0.6548569
0,2.0,-0.62510407
0,2.1,-0.59635943
0,2.2,-0.5851248
0,2.3000000000000003,-0.5178178
0,2.4000000000000004,-0.41478887
0,2.5,-0.38001344
0,2.6,-0.29885557
0,2.7,-0.2012042
0,2.8000000000000003,-0.0857237
0,2.9000000000000004,-0.05009142
0,3.0,0.05253165
0,3.1,0.10869726
0,3.2,0.17924787
0,3.3000000000000003,0.28795227
0,3.4000000000000004,0.37997976
0,3.5,0.42349976
0,3.6,0.49258396
0,3.7,0.54267985
0,3.8000000000000003,0.6263939
0,3.9000000000000004,0.6176053
0,4.0,0.64575595
0,4.1000000000000005,0.64648247
0,4.2,0.656986
0,4.3,0.6331083
0,4.4,0.6083507
0,4.5,0.6142359
0,4.6000000000000005,0.56645525
0,4.7,0.4952818
0,4.800000000000001,0.44926795
0,4.9,0.37876692
1,0.0,0.031540208
1,0.1,0.26015234
1,0.2,0.4552875
1,0.30000000000000004,0.56468177
1,0.4,0.69096804
1,0.5,0.7939027
1,0.6000000000000001,0.7791318
1,0.7000000000000001,0.77746665
1,0.8,0.68875474
1,0.9,0.5228785
1,1.0,0.37104902
1,1.1,0.19649221
1,1.2000000000000002,-0.028556041
1,1.3,-0.23780796
1,1.4000000000000001,-0.46941558
1,1.5,-0.5761034
1,1.6,-0.69450146
1,1.7000000000000002,-0.7679979
1,1.8,-0.8090056
1,1.9000000000000001,-0.74317104
1,2.0,-0.66111124
1,2.1,-0.58005416
1,2.2,-0.4014763
1,2.3000000000000003,-0.15677819
1,2.4000000000000004,0.01410562
1,2.5,0.2663036
1,2.6,0.43193632
1,2.7,0.60141325
1,2.8000000000000003,0.6858384
1,2.9000000000000004,0.7877113
1,3.0,0.78473467
1,3.1,0.8005604
1,3.2,0.6560964
1,3.3000000000000003,0.5512997
1,3.4000000000000004,0.39587864
1,3.5,0.21544759
1,3.6,-0.015244275
1,3.7,-0.2573685
1,3.8000000000000003,-0.43817896
1,3.9000000000000004,-0.57906383
1,4.0,-0.7349066
1,4.1000000000000005,-0.796267
1,4.2,-0.7950364
1,4.3,-0.76373327
1,4.4,-0.68140626
1,4.5,-0.5275636
1,4.6000000000000005,-0.37562343
1,4.7,-0.16827422
1,4.800000000000001,0.038874786
1,4.9,0.24506877
2,0.0,0.29231584
2,0.1,-0.0049379547
2,0.2,-0.25468907
2,0.30000000000000004,-0.47492015
2,0.4,-0.6592881
2,0.5,-0.83281744
2,0.6000000000000001,-0.9002855
2,0.7000000000000001,-0.85575116
2,0.8,-0.81273735
2,0.9,-0.6144821
2,1.0,-0.40631884
2,1.1,-0.17909883
2,1.2000000000000002,0.087037235
2,1.3,0.37461993
2,1.4000000000000001,0.599921
2,1.5,0.7354451
2,1.6,0.8443901
2,1.7000000000000002,0.87966454
2,1.8,0.835213
2,1.9000000000000001,0.7301917
2,2.0,0.5379969
2,2.1,0.28534567
2,2.2,0.052444518
2,2.3000000000000003,-0.2023137
2,2.4000000000000004,-0.44215256
2,2.5,-0.6576516
2,2.6,-0.8155704
2,2.7,-0.87266624
2,2.8000000000000003,-0.8836128
2,2.9000000000000004,-0.815953
2,3.0,-0.6273483
2,3.1,-0.44438478
2,3.2,-0.21667169
2,3.3000000000000003,0.0525036
2,3.4000000000000004,0.31489944
2,3.5,0.49055222
2,3.6,0.72625124
2,3.7,0.82738626
